256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,
256, 21, 28, 28, 28, 28, 20, 28, 28, 28, 28, 28, 38,256,256, 37, 28, 28, 44, 28, 28, 36, 28, 28, 44, 28, 22,256,
256, 19,256,256,256,256, 19,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 19,256,256,256,256, 19,256,
256, 19,256,256,256,256, 19,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 19,256,256,256,256, 19,256,
256, 17, 28, 28, 28, 28, 16, 28, 28, 20, 28, 28, 40, 28, 28, 24, 28, 28, 20, 44, 28, 16, 28, 28, 28, 28, 18,256,
256, 19,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256,256, 35,256,
256, 25, 28, 28, 28, 28, 18,256,256, 25, 28, 28, 38,256,256, 37, 28, 28, 26,256,256, 17, 44, 28, 28, 28, 26,256,
256,256,256,256,256,256, 19,256,256,256,256,256, 35,256,256, 35,256,256,256,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256,256,256,256, 35,256,256, 19,256,256,256,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 21, 28, 28, 24, 20, 20, 24, 28, 28, 22,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 19,256,256,256, 17, 18,256,256,256, 35,256,256, 19,256,256,256,256,256,256,
256, 29, 28, 44, 28, 28, 16, 28, 28, 18,256, 21, 20, 32, 16, 20, 22,256, 17, 28, 28, 16, 28, 28, 28, 28, 30,256,
256,256,256,256,256,256, 19,256,256, 19,256, 25, 24, 24, 24, 24, 26,256, 19,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 35,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 17, 28, 28, 44, 28, 28, 28, 28, 28, 18,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256, 35,256,256, 19,256,256,256,256,256,256,
256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,
256, 37, 28, 28, 28, 28, 16, 28, 28, 24, 28, 28, 22,256,256, 21, 28, 28, 24, 28, 28, 16, 44, 28, 28, 28, 22,256,
256, 19,256,256,256,256, 19,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 19,256,256,256,256, 19,256,
256, 19,256,256,256,256, 19,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 19,256,256,256,256, 19,256,
256, 25, 22,256,256,256, 35,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 35,256,256,256, 21, 26,256,
256,256, 19,256,256,256, 35,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256, 35,256,256,256, 19,256,256,
256,256, 19,256,256,256, 17, 28, 28, 20, 28, 28, 24, 28, 28, 24, 28, 28, 20, 28, 28, 18,256,256,256, 19,256,256,
256,256, 19,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256, 19,256,256,
256, 37, 40, 28, 44, 28, 26,256,256, 19,256,256,256,256,256,256,256,256, 19,256,256, 25, 28, 28, 28, 40, 22,256,
256, 19,256,256,256,256,256,256,256, 25, 28, 28, 22,256,256, 21, 28, 28, 42,256,256,256,256,256,256,256, 19,256,
256, 19,256,256,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256,256,256, 19,256,
256, 19,256,256,256,256,256,256,256,256,256,256, 19,256,256, 19,256,256,256,256,256,256,256,256,256,256, 19,256,
256, 25, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 40, 28, 28, 24, 28, 28, 28, 44, 28, 28, 28, 28, 28, 28, 26,256,
256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,256,
